"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Barbados","BRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","2849060089.16206","2794927947.46798","2916792703.40581","3023028295.49418","3170459550.95227","3420704181.24354","3570293792.18768","3502467079.78312","3330813323.00542","3347509129.13578","3468031979.63926","3506119287.37413","3685077459.33385","3780556600.64181","3913079561.80149","4053950426.02634","3919862233.04194","3766991258.1609","3552554498.17418","3580728671.01915","3652729334.95629","3726295230.71816","3874470510.12504","4058124377.55893","4209430120.61525","4223517207.03774","4411345026.00421","4306996237.6895","4340909593.89178","4435345247.31659","4497954520.30541","4675869204.38199","4951871749.47438","5060916233.26325","5096394821.29025","4837609826.26978","4727000110.65619","4695173730.22021","4673782228.61569","4608042491.97743","4602303308.62012","4715000000","4831870642.91247","4854827376.34171","4826653203.49673","4822013073.75235","3973080115.08244",
"Brunei Darussalam","BRN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","6708427942.90657","6732273926.70735","8089190285.80907","8972262683.56723","9580208346.93608","11741736030.6392","10920201635.4071","8755084285.29789","9101492760.0317","9147133648.60828","9202005157.60646","9064826350.34696","8818673714.48953","8995852317.25395","9094569846.86158","8996877926.29455","9094891761.97635","9381011723.71481","9827414750.71564","9857346390.27574","10167399106.887","10622767156.9577","10928524149.2814","10767746808.7381","10707607989.7475","11034421011.7014","11348838215.8935","11660254934.8204","12111751312.501","12463471178.0442","12526326738.1135","12574867157.1504","13127874564.5426","13148167870.8878","12893130934.0876","12665627056.3659","12994802365.1317","13481499082.9269","13604563824.4265","13315326917.8511","12981331573.3766","12930394937.8137","12609990390.5992","12777527044.6874","12784201742.5315","13278836545.3727","13438581206.4963",
"Bhutan","BTN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","163460690.510676","188179698.080391","194652654.125966","214956903.507721","224751756.573346","233805955.256428","260441591.674619","336111135.153956","352134806.751018","378036319.503126","417288276.305349","415586258.883034","434706931.459914","443341804.710712","465293890.442515","498209325.939533","525935536.143273","554198462.570411","586973930.531814","633837764.920928","655103454.748497","709797744.000886","787820712.542049","849454308.950717","900495828.789288","966117205.239206","1033742879.29677","1223546900.67404","1282270552.23584","1368802448.65943","1532318165.5995","1654637256.60221","1739328224.14102","1776201506.49054","1878803709.7835","2003598212.99135","2166431311.73573","2267210114.71153","2336476327.38733","2464153603.41482","2297278617.54009",
"Botswana","BWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","183096940.811543","194711299.24738","207692054.764145","219989594.988403","235019946.126558","248683900.183786","264460454.293434","280128572.433378","309729916.958221","356571625.799521","417617642.573956","525451141.828819","663970261.545348","805417068.683662","876276013.026938","950288479.074028","1051469273.28078","1177772183.93834","1346579934.21849","1510170394.94567","1691193030.87345","1844497268.58114","2068890171.38795","2340881556.54623","2540918866.10101","2721966228.0432","2944430468.22186","3294285580.44421","3935023121.37978","4448913762.5887","4750230770.40787","5104536665.73646","5253439589.11878","5354101120.27085","5548343412.59041","5938414717.17057","6284612423.00925","6807862396.73809","6838066395.9841","7499118736.54831","7648178408.79028","7667342745.16304","8132714479.80925","8508925295.37211","8739161645.56837","9137374275.17808","9901612478.64204","10721145555.244","11390727985.483","10519074145.7069","11419888818.3039","12110604971.7587","12650271025.5634","14085241485.9447","14669675094.4753","14420593484.0557","15041222292.2347","15478019046.4827","16171254221.2878","16660581828.7051","15345553176.7332",
"Central African Republic","CAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","980371513.76821","1028934744.12271","990722163.701247","983717651.479091","1004182171.77153","1013697588.26352","1020233745.28509","1067946130.35852","1082941302.69741","1159738545.72747","1186793864.48155","1200207037.03178","1200196629.13843","1222867622.82032","1300385612.46463","1305652006.49793","1376581799.65394","1428977736.73327","1446257441.66171","1410605203.00347","1347429290.39056","1326618707.64434","1428977736.73327","1312851666.72034","1437332673.11713","1493779882.68157","1547227016.98889","1470809662.06597","1495962938.31098","1525542171.20157","1492780724.92031","1484532469.44325","1389164942.70979","1393822474.98233","1462119071.12169","1567392310.34762","1504695160.82865","1584443041.62243","1658914120.48957","1718634612.51146","1675850364.93757","1750672710.20515","1813986527.4049","1716076872.72157","1818953694.50449","1835473623.21863","1923045637.8356","2011650635.86721","2052972574.42593","2229266675.87465","2332499968.00469","2430339369.40793","2553162918.7893","1624016454.09895","1625333052.60727","1695825714.24273","1776382808.7442","1856804600.63217","1927167163.60079","1984982178.50882","1984982178.50882",
"Canada","CAN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","933745184781.216","959857765527.965","997968751447.134","1047046486898.19","1061763014138.36","1098098096475.24","1139947604898.36","1184565482255.99","1243744725655.28","1295556862674.08","1384543596091.58","1398494571594.3","1357541054226.41","1399482212058.69","1443522257095.4","1468960331816.39","1503174217512.03","1546315859831.59","1556508816217.14","1572095608554.66","1619885432081.64","1659241318825.89","1690126691914.86","1600331194689.1",
"Central Europe and the Baltics","CEB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697335153218.832","629220024793.285","616988336484.721","626559230025.745","652301411426.609","689586526795","720868058425.256","737672002408.458","757625065133.43","772164626465.867","802748000319.673","827384781656.413","857208792846.25","892220623226.596","944124968676.515","991471852431.606","1056914574493.13","1124853078350.9","1169073355050.19","1128020057594.38","1146451311795.96","1182816267890.18","1191269747576.09","1206590087636.93","1242783885909.43","1291919462660.06","1332078413130.83","1397525015394.62","1460365423392.07","1517856269261.41","1458063678016.35",
"Switzerland","CHE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","378450515821.263","384510779908.155","379475928483.878","381901081520.502","393390408753.117","407841982776.108","415422268041.127","422008696742.049","435840438498.306","454715790161.32","471424893436.781","467107506057.065","466903226324.823","466315004189.244","472236075010.325","474506900447.609","476850536940.097","487671077298.662","502619811840.127","511393213561.78","531728300528.38","540107366876.977","540077626067.21","539824619288.177","555055922695.108","571056178053.274","593984127045.962","617718082948.208","634739375364.561","621539124455.347","641851654874.59","654178069212.448","662140683175.346","674202686730.706","690699382518.561","702149580770.901","716509848990.836","727865237631.492","749096375856.472","758167874591.909","740026236249.648",
"Channel Islands","CHI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","27084687058.6456","28505352534.2834","29653173467.0456","31384960352.5815","32187543005.9164","32493412377.2223","36144450973.1831","37451434267.9735","38796694778.8135","40324502132.0986","41062023957.3445","44931169627.1423","44472895153.3154","42236242805.4243","43242373181.3956","37658874258.8623","39102182251.5756","43186282553.6543","46512102916.2696","50427633455.6366","54455097296.6825","58008494078.1735","51619261579.2047","49029306153.9545","51041313574.1167","53088027476.743","55942938254.387","59557114174.2225","63931649993.9497","70275832415.2985","72618523300.3621","78285957658.7019","87027921747.125","92762003379.7777","97428115797.6043","106131657641.837","113351705792.927","121771345594.589","127037444239.219","126513927800.812","133253246826.376","137654664614.505","141931554480.374","147738042053.808","158389274861.642","167485302430.417","178065644333.8","186800342017.73","193393517162.85","190368379487.202","201493845099.556","213806970419.296","225178567814.854","234287050561.526","238426293091.624","243919079437.373","248092752678.624","251031522247.961","260354479474.303","262807032486.793","247639120221.194",
"China","CHN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","158907168211.118","115573183433.676","109124199809.477","120363992384.698","142246166193.257","166356891366.564","184073900304.047","173452836248.726","166341269976.159","194519481103.648","232061740949.37","248445299868.173","257911065788.814","277924964498.267","284345031179.542","309139917899.75","304286421180.22","327320903261.042","364393196721.71","392055467396.687","422769661255.457","444384863998.942","484455553401.51","536632397557.184","618155123011.759","701177544159.34","763932666262.02","852987565219.692","948714904915.565","988621025896.57","1027377455186.3","1122541231136.09","1282217440754.72","1460237039293.46","1650605318474.51","1831411871441.19","2013134753753.51","2199083579879.57","2371622617326.37","2553328077173.83","2770108015881.17","3001016837141.71","3275118634989.96","3603876041862.7","3968358419670.81","4420536663139.3","4982871172219.99","5691976639213.17","6241291028839.82","6827892848558.81","7554098728366.12","8275578020537.94","8926347665676.43","9619581223621.04","10333908590028.1","11061553079871.5","11819132546495.4","12640231416523.5","13493418449040.5","14296238286985.1","14625051767579.3",
"Cote d'Ivoire","CIV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5786326489.90687","6361056560.04751","6439106373.51721","7372155801.56078","8670620077.85734","8400993770.09732","9373607036.16922","9804619715.40415","11034927775.5003","12087573677.2317","13341663295.3405","14603336051.1802","15222024638.9557","16126090751.2134","16823928115.4209","18212387785.553","20564772174.8746","22068974035.9722","24476578528.9291","25062647552.2523","22316358506.6268","23097542392.3317","23143927420.1348","22241258602.972","21640464061.8447","22614549645.4206","23351636690.5293","23270145804.5698","23534607279.9266","24228408666.3178","23962887497.8548","23972694349.9258","23914066581.9029","23868035566.9551","24061654667.0169","25776226754.9847","27768555717.8588","28808086358.5751","30228520803.8001","30717475423.4397","30082115144.203","30118626383.578","29616355478.5874","29213710480.865","29573557032.1088","30082591103.9988","30538595763.9201","31077613212.4922","31867867651.1307","32904036618.8626","33567921160.0515","32095210931.5496","35531486006.9583","38690029492.8196","42092460628.7393","45814637971.4745","49103766045.2254","52717625513.8388","56350019798.3227","59861589342.7008","60948940070.7057",
"Cameroon","CMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4562895939.24132","4616906062.93229","4757331987.16596","4935377530.68662","5110443253.289","5213983578.66183","5454606606.88718","4859396356.24531","5167789386.43621","5421087524.98555","5588711250.38963","5783182072.62033","5937815298.55709","6255825731.13216","6927342471.60366","7706326204.06057","7282852913.84236","8283507547.41619","10106128120.8711","10716044956.3442","10505443417.5883","12300054935.4376","13224551984.9775","14132659562.9136","15189015454.2013","16413730326.6391","17525212843.3005","17149007824.6605","15807332565.0841","15519778135.9099","14572187407.5884","14017191169.4306","13582657793.1155","12505272334.3702","12770876245.7995","13213999107.0488","13790273040.5797","14511686449.936","15165044837.8955","15815931132.0927","16377930374.3939","17093332170.2714","17817611469.5436","18631376575.3797","19894762008.9484","20296767965.9598","20998562977.8149","22027954895.901","22796466388.7542","23297684111.7533","24095049130.69","25090000491.2717","26229905706.0224","27647439505.7841","29274231248.6126","30928653813.8538","32366366580.3526","33515077192.0231","34876622792.5003","36174281280.5314","36438476236.3894",
"Congo, Dem. Rep.","COD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","19168010835.495","17088017891.9838","20710796876.5404","21790655782.4283","21258915065.1682","21470940598.0877","22925701022.4526","22699713524.0571","23683223663.2507","25892593099.0047","25829141597.1553","27380186216.7125","27421567401.8275","29652935993.964","30581246620.97","29057801757.5066","27515122457.5161","27724455748.6317","26242502764.4373","26355368688.5065","26933846081.9333","27566932618.3752","27440764940.3033","27828147231.0532","29370125468.0686","29507533879.365","30899466116.0052","31726225348.6207","31875459591.5154","31471900132.7536","29404727950.5267","26928540666.6327","24101041590.3016","20854860118.2886","20041521240.3794","20181811654.5351","19975316879.0261","18853294021.693","18547087484.2635","17755100728.612","16528058622.2825","16180940793.5596","16657916932.6507","17587065939.9419","18772148206.8612","19923847874.4847","20983991748.5453","22297480046.1236","23685697578.3779","24361939405.4828","26093580351.8385","27887428124.4494","29863781974.4681","32396815011.4383","35464886727.3192","37917704900.0794","38827494386.0032","40274574776.8702","42619006547.099","44487649197.9683","44831742048.8465",
"Congo, Rep.","COG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1253554927.81149","1358235874.17242","1428895498.42537","1371321006.4207","1423661535.41384","1476001992.438","1496060600.65934","1527721313.12026","1644306710.53756","1768427616.8483","1880872559.65431","2026697283.5524","2201348952.42228","2382546144.01943","2570422316.0008","2769157006.53898","2794530425.37162","2544324156.34193","2706136735.80517","2971696015.43653","3495802317.72841","4111752984.13874","5082032116.42032","5379532388.02514","5754815617.6274","5686583021.57557","5296396624.20235","5306426762.19847","5400152237.5081","5540549527.42262","5595955220.32514","5729998910.34134","5879663505.45093","5822061429.35734","5502251185.0982","5721533742.92281","5967015093.03794","5929732457.60941","6151359337.32104","5992518975.99601","6446511038.79995","6691646189.98935","6998248723.36247","7055162966.19996","7300444992.80871","7866649910.77728","8494899323.86166","7933047123.94158","8433334900.33229","9414746443.34804","10349749902.2884","10578057039.3913","11630272572.6086","11547414503.9542","12323017307.5279","11885478502.053","10613483151.9114","10149302360.3171","9657467060.22167","9679884326.32248","8910458111.98492",
